code,name,fund_type,estab_date,endnav_float,fund_company,规模(亿)
159559,机器人ETF景顺,指数型-股票,2023-11-30,2639715497.43,景顺长城基金,26.4
011369,华商均衡成长混合A,混合型-偏股,2021-04-08,2638951401.36,华商基金,26.39
013840,银华集成电路混合A,混合型-偏股,2021-12-08,2624889548.63,银华基金,26.25
000697,汇添富移动互联股票A,股票型,2014-08-26,2623688793.72,汇添富基金,26.24
012323,华宝医疗ETF联接C,指数型-股票,2021-05-13,2620596534.87,华宝基金,26.21
501208,中欧创新未来混合(LOF),混合型-偏股,2020-10-09,2617510491.63,中欧基金,26.18
561330,矿业ETF国泰,指数型-股票,2022-10-19,2614631359.77,国泰基金,26.15
001616,嘉实环保低碳股票,股票型,2015-12-30,2611510584.06,嘉实基金,26.12
588800,科创100ETF华夏,指数型-股票,2023-11-08,2611384854.9,华夏基金,26.11
340007,兴全社会责任混合,混合型-偏股,2008-04-30,2608003757.75,兴证全球基金,26.08
519712,交银阿尔法核心混合A,混合型-偏股,2012-08-03,2604853060.14,交银施罗德基金,26.05
001373,易方达新丝路灵活配置混合,混合型-灵活,2015-05-27,2603576983.13,易方达基金,26.04
515660,沪深300ETF国联安,指数型-股票,2019-11-25,2592438223.6,国联安基金,25.92
002121,广发沪港深新起点股票A,股票型,2016-11-02,2591477204.77,广发基金,25.91
000965,汇丰晋信新动力混合A,混合型-偏股,2015-02-11,2585623462.48,汇丰晋信基金,25.86
513970,恒生消费ETF景顺,指数型-海外股票,2023-04-12,2583732933.72,景顺长城基金,25.84
014329,国联优势产业混合A,混合型-偏股,2022-01-25,2582316214.59,国联基金,25.82
003985,嘉实新能源新材料股票C,股票型,2017-03-16,2580808873.35,嘉实基金,25.81
007639,汇添富竞争优势灵活配置混合,混合型-灵活,2019-09-04,2579510395.04,汇添富基金,25.8
008271,大成优势企业混合A,混合型-偏股,2019-12-24,2577801984.16,大成基金,25.78
008591,天弘中证全指证券公司ETF联接C,指数型-股票,2019-12-20,2577409117.19,天弘基金,25.77
018409,中欧价值回报混合A,混合型-偏股,2023-06-09,2574549227.83,中欧基金,25.75
003027,安信新价值混合C,混合型-灵活,2016-08-19,2570197500.14,安信基金,25.7
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,2007-10-09,2568970101.43,华夏基金,25.69
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,2023-09-27,2568970101.43,华夏基金,25.69
019550,华夏全球股票美元现钞(QDII),QDII-普通股票,2023-09-27,2568970101.43,华夏基金,25.69
501203,易方达创新未来混合(LOF),混合型-偏股,2020-09-29,2568628215.74,易方达基金,25.69
160221,国泰国证有色金属行业指数(LOF)A,指数型-股票,2015-03-30,2565045295.29,国泰基金,25.65
159339,A500ETF银华,指数型-股票,2024-09-26,2558128795.55,银华基金,25.58
011822,易方达产业升级混合A,混合型-偏股,2021-07-23,2557872575.51,易方达基金,25.58
001790,国泰智能汽车股票A,股票型,2017-08-01,2557088169.51,国泰基金,25.57
588380,科创创业ETF富国,指数型-股票,2021-06-29,2550801802.37,富国基金,25.51
012863,汇添富中证电池主题ETF发起式联接C,指数型-股票,2021-08-11,2548080518.09,汇添富基金,25.48
011531,朱雀恒心一年持有混合,混合型-偏股,2021-03-01,2547564067.29,朱雀基金,25.48
519697,交银优势行业混合,混合型-灵活,2009-01-21,2545115286.94,交银施罗德基金,25.45
159925,沪深300ETF南方,指数型-股票,2013-02-18,2543993148.34,南方基金,25.44
022435,南方中证A500ETF联接C,指数型-股票,2024-11-12,2543805504.18,南方基金,25.44
010027,景顺长城核心中景一年持有混合,混合型-偏股,2020-12-16,2541967615.26,景顺长城基金,25.42
320016,诺安多策略混合A,混合型-偏股,2011-08-09,2540853835.26,诺安基金,25.41
012895,天弘中证科创创业50ETF联接C,指数型-股票,2021-07-16,2536318326.39,天弘基金,25.36
050009,博时新兴成长混合,混合型-偏股,2007-07-06,2534427417.74,博时基金,25.34
009808,易方达创新成长混合,混合型-偏股,2020-07-24,2530612231.6,易方达基金,25.31
014111,嘉实中证稀有金属主题ETF发起联接C,指数型-股票,2021-12-01,2529992067.09,嘉实基金,25.3
519196,万家新兴蓝筹A,混合型-灵活,2016-01-26,2522173140.46,万家基金,25.22
010196,易方达核心优势股票A,股票型,2021-01-28,2521864226.0,易方达基金,25.22
023350,诺安多策略混合C,混合型-偏股,2025-02-11,2521522815.05,诺安基金,25.22
022486,国金中证A500指数增强C,指数型-股票,2024-11-18,2517784567.94,国金基金,25.18
160630,鹏华中证国防指数(LOF)A,指数型-股票,2014-11-13,2515646207.16,鹏华基金,25.16
011401,汇添富成长精选混合A,混合型-偏股,2021-02-09,2513720033.05,汇添富基金,25.14
560080,中药ETF汇添富,指数型-股票,2022-09-26,2509924993.26,汇添富基金,25.1
007751,景顺长城沪港深红利成长低波指数A,指数型-股票,2019-09-06,2508067526.44,景顺长城基金,25.08
011425,广发优势成长股票A,股票型,2021-02-09,2504449256.71,广发基金,25.04
005609,富国军工主题混合A,混合型-偏股,2018-03-29,2503996440.1,富国基金,25.04
018329,泉果思源三年持有期混合A,混合型-偏股,2023-06-02,2503578173.22,泉果基金,25.04
008638,广发科技创新混合A,混合型-偏股,2019-12-25,2502587704.08,广发基金,25.03
000595,嘉实泰和混合,混合型-灵活,2014-04-04,2502081335.02,嘉实基金,25.02
019671,广发港股创新药ETF联接(QDII)C,指数型-海外股票,2023-10-31,2501341917.87,广发基金,25.01
007126,博道远航混合A,混合型-偏股,2019-04-30,2500910708.17,博道基金,25.01
004450,嘉实前沿科技沪港深股票A,股票型,2017-05-19,2497552383.82,嘉实基金,24.98
001438,易方达瑞享混合E,混合型-灵活,2015-06-26,2493172890.64,易方达基金,24.93
001409,工银互联网加股票,股票型,2015-06-05,2489905554.65,工银瑞信基金,24.9
163412,兴全轻资产混合(LOF),混合型-偏股,2012-04-05,2488853009.44,兴证全球基金,24.89
003412,鹏华弘康灵活配置混合C,混合型-灵活,2016-09-29,2484490641.81,鹏华基金,24.84
014155,国泰海通中证500指数增强A,指数型-股票,2021-12-15,2483788795.77,国泰海通资管,24.84
090010,大成中证红利指数A,指数型-股票,2010-02-02,2482742589.98,大成基金,24.83
562590,半导体设备ETF华夏,指数型-股票,2023-10-09,2477165904.93,华夏基金,24.77
160422,华安创业板50ETF联接A,指数型-股票,2017-04-11,2477003050.08,华安基金,24.77
002118,广发安盈混合A,混合型-灵活,2016-12-09,2475513723.07,广发基金,24.76
000961,天弘沪深300ETF联接A,指数型-股票,2015-01-20,2474493175.87,天弘基金,24.74
519195,万家品质生活混合A,混合型-灵活,2015-08-06,2469222847.82,万家基金,24.69
014642,摩根新兴动力混合C,混合型-偏股,2021-12-24,2465333590.48,摩根基金(中国),24.65
005847,富国沪港深业绩驱动混合型A,混合型-偏股,2018-07-27,2464502135.0,富国基金,24.65
519915,富国消费主题混合A,混合型-偏股,2014-12-12,2463649159.5,富国基金,24.64
005794,银华心怡灵活配置混合A,混合型-灵活,2018-07-05,2461782200.24,银华基金,24.62
015283,华安恒生科技ETF发起式联接(QDII)C,指数型-海外股票,2022-04-19,2459847525.93,华安基金,24.6
017973,易方达港股通优质增长混合A,混合型-偏股,2023-03-27,2457501815.99,易方达基金,24.58
013172,华夏恒生互联网科技业ETF联接(QDII)C,指数型-海外股票,2021-09-14,2438219294.41,华夏基金,24.38
001417,汇添富医疗服务灵活配置混合A,混合型-灵活,2015-06-18,2438108667.83,汇添富基金,24.38
008270,大成睿享混合C,混合型-偏股,2019-12-30,2430188133.28,大成基金,24.3
015789,永赢高端装备智选混合发起A,混合型-偏股,2022-07-15,2429827618.14,永赢基金,24.3
008586,华夏人工智能ETF联接C,指数型-股票,2020-06-16,2428454503.06,华夏基金,24.28
011099,富国价值创造混合A,混合型-偏股,2021-01-13,2427338568.92,富国基金,24.27
001407,景顺长城稳健回报混合C,混合型-灵活,2015-06-08,2422285441.85,景顺长城基金,24.22
010052,长城久嘉创新成长混合C,混合型-灵活,2021-07-08,2422168060.28,长城基金,24.22
011300,易方达智造优势混合A,混合型-偏股,2021-01-26,2419389942.91,易方达基金,24.19
015905,广发新能源精选股票C,股票型,2022-11-29,2417570841.35,广发基金,24.18
010365,鹏华中证香港银行指数(LOF)C,指数型-股票,2020-10-27,2413949474.6,鹏华基金,24.14
002656,南方创业板ETF联接A,指数型-股票,2016-05-20,2412808824.69,南方基金,24.13
018044,天弘纳斯达克100指数发起(QDII)C,指数型-海外股票,2023-04-11,2411003445.27,天弘基金,24.11
009076,工银圆兴混合,混合型-偏股,2020-04-23,2407338996.58,工银瑞信基金,24.07
506000,南方科创板3年定开混合,混合型-偏股,2020-07-28,2403732923.99,南方基金,24.04
004666,长城久嘉创新成长混合A,混合型-灵活,2017-07-05,2402180362.51,长城基金,24.02
005658,华夏沪深300ETF联接C,指数型-股票,2018-02-02,2397445895.85,华夏基金,23.97
019889,中欧周期优选混合发起C,混合型-偏股,2023-11-14,2396150886.36,中欧基金,23.96
513400,道琼斯ETF鹏华,指数型-海外股票,2024-01-17,2395075279.59,鹏华基金,23.95
159929,医药ETF汇添富,指数型-股票,2013-08-23,2393472474.32,汇添富基金,23.93
010966,富国成长领航混合,混合型-偏股,2021-01-25,2384860133.75,富国基金,23.85
021986,财通资管先进制造混合发起式C,混合型-偏股,2024-10-15,2384598446.16,财通资管,23.85
005693,广发中证军工ETF联接C,指数型-股票,2018-02-13,2379736643.27,广发基金,23.8
015751,景顺长城品质长青混合C,混合型-偏股,2022-05-13,2379028875.66,景顺长城基金,23.79
015897,天弘中证细分化工产业主题ETF联接C,指数型-股票,2022-06-17,2378851968.07,天弘基金,23.79
019401,交银瑞元三年定期开放混合,混合型-偏股,2023-10-27,2377993006.01,交银施罗德基金,23.78
008585,华夏人工智能ETF联接A,指数型-股票,2020-06-16,2374304063.39,华夏基金,23.74
001167,金鹰科技创新股票A,股票型,2015-04-30,2365390444.95,金鹰基金,23.65
159857,光伏ETF天弘,指数型-股票,2021-02-04,2361943004.86,天弘基金,23.62
161810,银华内需精选混合(LOF),混合型-偏股,2009-07-01,2361319007.14,银华基金,23.61
009795,嘉实远见精选两年持有期混合,混合型-偏股,2020-07-23,2360597455.54,嘉实基金,23.61
014639,兴全合衡三年持有混合A,混合型-偏股,2022-01-13,2358894767.04,兴证全球基金,23.59
008099,广发价值领先混合A,混合型-偏股,2020-05-07,2355902001.86,广发基金,23.56
512570,证券ETF易方达,指数型-股票,2017-07-27,2355414571.42,易方达基金,23.55
001878,嘉实沪港深精选股票,股票型,2016-05-27,2354973775.91,嘉实基金,23.55
003766,广发创业板ETF发起式联接C,指数型-股票,2017-05-25,2354782974.6,广发基金,23.55
021457,易方达恒生红利低波ETF联接A,指数型-股票,2024-07-02,2344016106.84,易方达基金,23.44
000828,宏利转型机遇股票A,股票型,2014-11-18,2342168892.21,宏利基金,23.42
011329,景顺长城新能源产业股票C,股票型,2021-02-22,2332681739.72,景顺长城基金,23.33
516510,云计算ETF易方达,指数型-股票,2021-03-29,2331264016.5,易方达基金,23.31
516570,化工行业ETF易方达,指数型-股票,2021-06-09,2329407448.06,易方达基金,23.29
008087,华夏中证5G通信主题ETF联接C,指数型-股票,2019-12-10,2325069251.04,华夏基金,23.25
377016,摩根亚太优势混合(QDII)A,QDII-混合偏股,2007-10-22,2322660552.73,摩根基金(中国),23.23
011892,易方达先锋成长混合C,混合型-偏股,2021-09-23,2319826245.82,易方达基金,23.2
100026,富国天合稳健优选混合,混合型-偏股,2006-11-15,2318930527.78,富国基金,23.19
011333,鹏华品质优选混合A,混合型-偏股,2021-02-09,2314590902.53,鹏华基金,23.15
017968,华富科技动能混合C,混合型-偏股,2023-03-09,2312390843.41,华富基金,23.12
159209,红利质量ETF招商,指数型-股票,2025-03-12,2312390675.51,招商基金,23.12
169104,东方红睿满沪港深混合(LOF)A,混合型-灵活,2016-06-28,2310979176.94,东方红资产管理,23.11
590002,中邮核心成长混合A,混合型-偏股,2007-08-17,2309627691.2,中邮基金,23.1
016702,银华海外数字经济量化选股混合发起式(QDII)C,QDII-混合偏股,2023-03-15,2308343281.74,银华基金,23.08
006435,景顺长城创新成长混合,混合型-偏股,2019-10-17,2305914798.72,景顺长城基金,23.06
012406,永赢长远价值混合A,混合型-偏股,2021-09-13,2305165266.57,永赢基金,23.05
017091,景顺长城纳斯达克科技ETF联接(QDII)A人民币,指数型-海外股票,2022-12-09,2305114167.56,景顺长城基金,23.05
017092,景顺长城纳斯达克科技ETF联接(QDII)A美元现汇,指数型-海外股票,2022-12-09,2305114167.56,景顺长城基金,23.05
008920,永赢科技驱动C,混合型-偏股,2020-02-18,2303579225.51,永赢基金,23.04
001286,易方达新鑫混合E,混合型-灵活,2015-05-14,2300066991.24,易方达基金,23.0
009891,融通产业趋势臻选股票A,股票型,2020-08-17,2298861955.84,融通基金,22.99
011412,易方达远见成长混合C,混合型-偏股,2021-03-05,2295009193.6,易方达基金,22.95
159828,医疗ETF国泰,指数型-股票,2020-12-24,2294215455.88,国泰基金,22.94
010437,嘉实竞争力优选混合A,混合型-偏股,2021-02-24,2291839364.31,嘉实基金,22.92
000603,易方达创新驱动灵活配置混合,混合型-灵活,2015-02-13,2287662900.95,易方达基金,22.88
516010,游戏ETF国泰,指数型-股票,2021-02-25,2283499220.22,国泰基金,22.83
010273,嘉实价值长青混合A,混合型-偏股,2020-12-24,2281955360.65,嘉实基金,22.82
001015,华夏沪深300指数增强A,指数型-股票,2015-02-10,2281033575.55,华夏基金,22.81
260109,景顺长城内需增长贰号混合A,混合型-偏股,2006-10-11,2280273982.41,景顺长城基金,22.8
002980,华夏创新前沿股票A,股票型,2016-09-07,2280003480.86,华夏基金,22.8
540006,汇丰晋信大盘股票A,股票型,2009-06-24,2269996598.71,汇丰晋信基金,22.7
019018,易方达信息产业混合C,混合型-偏股,2023-10-18,2267442254.38,易方达基金,22.67
018446,工银领航三年持有混合,混合型-偏股,2023-06-13,2261885430.42,工银瑞信基金,22.62
010357,南方阿尔法混合A,混合型-偏股,2021-01-13,2257316276.51,南方基金,22.57
070002,嘉实增长混合,混合型-偏股,2003-07-09,2254802368.39,嘉实基金,22.55
009550,汇添富开放视野中国优势六个月持有股票A,股票型,2020-07-22,2254225455.09,汇添富基金,22.54
009147,建信新能源行业股票A,股票型,2020-06-17,2246487118.24,建信基金,22.46
000831,工银医疗保健股票,股票型,2014-11-18,2243255875.02,工银瑞信基金,22.43
022460,易方达中证A500ETF联接C,指数型-股票,2024-11-11,2239171004.78,易方达基金,22.39
513190,港股通金融ETF华夏,指数型-股票,2023-09-25,2236906799.87,华夏基金,22.37
001123,鹏华弘利混合C,混合型-灵活,2015-03-12,2233355366.0,鹏华基金,22.33
588760,科创人工智能ETF广发,指数型-股票,2025-01-15,2231690709.78,广发基金,22.32
007721,天弘标普500发起(QDII-FOF)A,QDII-FOF,2019-09-24,2228863871.28,天弘基金,22.29
023917,华夏国证自由现金流ETF发起式联接A,指数型-股票,2025-04-29,2228591067.21,华夏基金,22.29
009689,易方达瑞锦混合A,混合型-灵活,2020-07-07,2226905631.36,易方达基金,22.27
009690,易方达瑞锦混合C,混合型-灵活,2020-07-07,2219223967.36,易方达基金,22.19
001302,前海开源金银珠宝混合A,混合型-灵活,2015-07-09,2218184807.01,前海开源基金,22.18
011248,嘉实品质回报混合,混合型-偏股,2021-02-04,2215569610.12,嘉实基金,22.16
013095,安信远见成长混合A,混合型-偏股,2022-03-08,2214386227.18,安信基金,22.14
006328,易方达中证海外互联网50ETF联接(QDII)C,指数型-海外股票,2019-01-18,2212693919.62,易方达基金,22.13
006330,易方达中证海外互联网50ETF联接(QDII)(美元现汇)C,指数型-海外股票,2019-01-18,2212693919.62,易方达基金,22.13
011144,华安汇宏精选混合A,混合型-偏股,2021-03-26,2211856822.49,华安基金,22.12
164824,工银印度基金人民币,QDII-混合偏股,2018-06-15,2209357384.69,工银瑞信基金,22.09
005801,工银印度基金美元,QDII-混合偏股,2018-06-15,2209357384.69,工银瑞信基金,22.09
005777,广发科技动力股票,股票型,2018-05-31,2205653291.37,广发基金,22.06
001102,前海开源国家比较优势混合A,混合型-灵活,2015-05-08,2203312608.13,前海开源基金,22.03
510510,中证500ETF广发,指数型-股票,2013-04-11,2200501735.32,广发基金,22.01
001538,摩根科技前沿混合A,混合型-灵活,2015-07-09,2193172413.78,摩根基金(中国),21.93
010041,嘉实港股优势混合A,混合型-偏股,2021-01-19,2191885673.09,嘉实基金,21.92
012620,嘉实中证软件服务ETF联接C,指数型-股票,2021-10-21,2190375654.14,嘉实基金,21.9
001480,财通成长优选混合A,混合型-灵活,2015-06-29,2188580079.02,财通基金,21.89
008114,天弘中证红利低波动100联接A,指数型-股票,2019-12-10,2187903091.48,天弘基金,21.88
018043,天弘纳斯达克100指数发起(QDII)A,指数型-海外股票,2023-04-11,2186452122.28,天弘基金,21.86
013812,景顺长城景气进取混合A,混合型-偏股,2021-11-23,2184693724.38,景顺长城基金,21.85
011220,南方匠心优选股票A,股票型,2021-02-02,2180711333.17,南方基金,21.81
159629,中证1000ETF富国,指数型-股票,2022-07-27,2180375328.8,富国基金,21.8
001606,农银工业4.0混合,混合型-灵活,2015-08-13,2178062322.42,农银汇理基金,21.78
020602,易方达中证红利低波动ETF联接发起式A,指数型-股票,2024-03-12,2177757689.96,易方达基金,21.78
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,2023-09-25,2177654587.36,摩根基金(中国),21.78
519008,汇添富优势精选混合,混合型-灵活,2005-08-25,2173900062.19,汇添富基金,21.74
159633,中证1000ETF易方达,指数型-股票,2022-07-28,2172141125.23,易方达基金,21.72
501206,汇添富创新未来混合(LOF),混合型-偏股,2020-10-13,2170402341.33,汇添富基金,21.7
017535,东方红京东大数据混合C,混合型-灵活,2022-12-05,2166847812.19,东方红资产管理,21.67
013128,汇添富恒生科技ETF联接发起式(QDII)C,指数型-海外股票,2021-10-26,2166454606.45,汇添富基金,21.66
009342,易方达优质企业三年持有期混合,混合型-偏股,2020-06-17,2166166855.51,易方达基金,21.66
011418,汇添富消费精选两年持有股票A,股票型,2021-05-11,2164246709.56,汇添富基金,21.64
516310,银行ETF易方达,指数型-股票,2021-05-20,2163050253.03,易方达基金,21.63
023918,华夏国证自由现金流ETF发起式联接C,指数型-股票,2025-04-29,2156702000.32,华夏基金,21.57
010717,前海开源优质企业6个月持有混合A,混合型-偏股,2021-01-08,2156010999.55,前海开源基金,21.56
506005,博时科创板三年定开混合,混合型-偏股,2020-07-29,2155446071.46,博时基金,21.55
700003,平安策略先锋混合,混合型-灵活,2012-05-29,2152066684.87,平安基金,21.52
159518,标普油气ETF嘉实,指数型-海外股票,2023-11-01,2150928908.0,嘉实基金,21.51
163409,兴全绿色投资混合(LOF),混合型-偏股,2011-05-06,2148803120.13,兴证全球基金,21.49
009872,中欧责任投资混合A,混合型-偏股,2020-09-10,2147908070.99,中欧基金,21.48
589010,科创人工智能ETF华夏,指数型-股票,2025-03-26,2147644942.25,华夏基金,21.48
002009,中欧瑾通灵活配置混合A,混合型-灵活,2015-11-17,2147407347.86,中欧基金,21.47
040035,华安逆向策略混合A,混合型-偏股,2012-08-16,2145012803.99,华安基金,21.45
018410,中欧价值回报混合C,混合型-偏股,2023-06-09,2144873633.76,中欧基金,21.45
002052,诺安稳健回报混合C,混合型-灵活,2015-11-18,2143453315.34,诺安基金,21.43
240022,华宝资源优选混合A,混合型-偏股,2012-08-21,2141499463.81,华宝基金,21.41
004206,华商元亨混合A,混合型-灵活,2017-01-25,2139585027.62,华商基金,21.4
520500,恒生创新药ETF华泰柏瑞,指数型-海外股票,2024-12-16,2139504196.99,华泰柏瑞基金,21.4
012980,大成恒生科技ETF发起式联接C,指数型-海外股票,2021-09-09,2138719685.74,大成基金,21.39
020629,汇添富科创芯片ETF联接C,指数型-股票,2024-03-12,2138555561.23,汇添富基金,21.39
011400,汇添富数字未来混合C,混合型-偏股,2021-02-24,2135686054.7,汇添富基金,21.36
014673,富国中证港股通互联网ETF发起式联接A,指数型-股票,2022-01-11,2133258520.84,富国基金,21.33
008960,长信国防军工量化混合C,混合型-灵活,2020-02-21,2132365258.23,长信基金,21.32
017954,汇添富中证1000指数增强C,指数型-股票,2023-05-19,2132019294.08,汇添富基金,21.32
001076,易方达改革红利混合,混合型-偏股,2015-04-23,2131289325.55,易方达基金,21.31
540007,汇丰晋信中小盘股票,股票型,2009-12-11,2131131330.11,汇丰晋信基金,21.31
012930,中庚价值先锋股票,股票型,2021-08-20,2128883020.94,中庚基金,21.29
007412,景顺长城绩优成长混合A,混合型-偏股,2019-07-02,2127901416.26,景顺长城基金,21.28
005094,万家臻选混合A,混合型-偏股,2017-12-20,2121785633.74,万家基金,21.22
009576,东方红智远三年持有混合,混合型-偏股,2020-06-23,2121603855.06,东方红资产管理,21.22
009892,富国成长策略混合A,混合型-偏股,2020-08-11,2121311754.08,富国基金,21.21
008949,平安匠心优选混合A,混合型-偏股,2020-02-21,2121111615.41,平安基金,21.21
470006,汇添富医药保健混合,混合型-偏股,2010-09-21,2119499699.19,汇添富基金,21.19
159831,金ETF嘉实,指数型-其他,2022-03-23,2116126622.99,嘉实基金,21.16
563000,中国A50ETF易方达,指数型-股票,2021-10-29,2115182117.52,易方达基金,21.15
010392,易方达战略新兴产业股票C,股票型,2021-01-13,2111993164.54,易方达基金,21.12
570001,诺德价值优势混合,混合型-偏股,2007-04-19,2109202706.68,诺德基金,21.09
007346,易方达科技创新混合A,混合型-偏股,2019-04-29,2108456890.74,易方达基金,21.08
011304,工银创新成长混合A,混合型-偏股,2021-02-04,2104109329.13,工银瑞信基金,21.04
159998,计算机ETF天弘,指数型-股票,2020-03-20,2101092417.55,天弘基金,21.01
006614,嘉实港股通新经济指数C,指数型-股票,2019-01-14,2099758092.14,嘉实基金,21.0
013955,广发中小盘精选混合C,混合型-偏股,2021-10-27,2097249950.2,广发基金,20.97
008318,博道久航混合A,混合型-偏股,2019-12-24,2097214765.13,博道基金,20.97
014727,易方达成长动力混合A,混合型-偏股,2022-02-08,2091501954.15,易方达基金,20.92
011891,易方达先锋成长混合A,混合型-偏股,2021-09-23,2090221674.71,易方达基金,20.9
005561,创金合信中证红利低波动指数A,指数型-股票,2018-04-26,2086424330.68,创金合信基金,20.86
166005,中欧价值发现混合A,混合型-偏股,2009-07-24,2085244949.88,中欧基金,20.85
010662,富国均衡优选混合,混合型-偏股,2021-01-06,2082901793.6,富国基金,20.83
163411,兴全精选混合,混合型-偏股,2011-08-03,2075837179.89,兴证全球基金,20.76
011692,华安研究智选混合A,混合型-偏股,2021-08-10,2074965616.97,华安基金,20.75
010736,易方达沪深300指数增强A,指数型-股票,2020-12-30,2074485064.36,易方达基金,20.74
202801,南方全球精选配置股票(QDII-FOF)A,QDII-普通股票,2007-09-19,2070343767.88,南方基金,20.7
165520,中信保诚中证800有色指数(LOF)A,指数型-股票,2013-08-30,2069408913.54,中信保诚基金,20.69
513600,恒生指数ETF南方,指数型-股票,2014-12-23,2067906669.18,南方基金,20.68
010610,摩根远见两年持有期混合,混合型-偏股,2021-01-11,2063957525.37,摩根基金(中国),20.64
160424,华安创业板50ETF联接C,指数型-股票,2019-05-21,2062484768.32,华安基金,20.62
159971,创业板ETF富国,指数型-股票,2019-06-11,2058606847.67,富国基金,20.59
007950,招商量化精选股票C,股票型,2019-09-11,2056857063.68,招商基金,20.57
162201,宏利成长混合,混合型-灵活,2003-04-25,2056542462.97,宏利基金,20.57
005562,创金合信中证红利低波动指数C,指数型-股票,2018-04-26,2055185486.48,创金合信基金,20.55
450009,国富中小盘股票A,股票型,2010-11-23,2054037690.59,国海富兰克林基金,20.54
002560,诺安和鑫混合A,混合型-灵活,2016-04-28,2053369009.42,诺安基金,20.53
001156,申万菱信新能源汽车主题灵活配置混合A,混合型-灵活,2015-05-07,2049583864.09,申万菱信基金,20.5
001532,华安文体健康混合A,混合型-灵活,2017-06-08,2049385229.16,华安基金,20.49
015686,富国新兴产业股票C,股票型,2022-06-16,2043009138.25,富国基金,20.43
020640,广发半导体设备ETF联接C,指数型-股票,2024-03-05,2042115419.15,广发基金,20.42
159994,通信ETF银华,指数型-股票,2020-01-22,2036611103.67,银华基金,20.37
002803,东方红沪港深混合,混合型-灵活,2016-07-11,2034815557.91,东方红资产管理,20.35
021534,华夏有色金属ETF联接D,指数型-股票,2024-05-31,2034629550.25,华夏基金,20.35
002117,广发安享混合C,混合型-灵活,2016-02-22,2033049240.02,广发基金,20.33
550008,中信保诚优胜精选混合A,混合型-偏股,2009-08-26,2025621728.77,中信保诚基金,20.26
519005,海富通股票混合,混合型-偏股,2005-07-29,2018399821.64,海富通基金,20.18
008120,万家自主创新混合A,混合型-偏股,2020-02-10,2014907255.34,万家基金,20.15
007301,国联安中证半导体ETF联接C,指数型-股票,2019-06-26,2013214120.85,国联安基金,20.13
519002,华安安信消费混合A,混合型-偏股,2013-05-23,2012833892.3,华安基金,20.13
019888,中欧周期优选混合发起A,混合型-偏股,2023-11-14,2012659174.39,中欧基金,20.13
007291,汇丰晋信港股通双核策略混合,混合型-偏股,2019-08-02,2010788428.51,汇丰晋信基金,20.11
016785,鹏华中证1000指数增强A,指数型-股票,2022-12-26,2007757699.67,鹏华基金,20.08
513880,日经225ETF华安,指数型-海外股票,2019-06-12,2001782686.11,华安基金,20.02
010387,易方达医药生物股票A,股票型,2020-11-04,1996051732.86,易方达基金,19.96
000934,国富大中华精选混合,QDII-混合偏股,2015-02-03,1994691715.14,国海富兰克林基金,19.95
006370,国富大中华精选混合美元,QDII-混合偏股,2019-04-15,1994691715.14,国海富兰克林基金,19.95
169101,东方红睿丰混合,混合型-灵活,2014-09-19,1993381588.77,东方红资产管理,19.93
501207,华夏创新未来混合(LOF),混合型-偏股,2020-10-13,1992601433.05,华夏基金,19.93
012125,博道盛彦混合C,混合型-偏股,2021-06-01,1991692318.93,博道基金,19.92
000688,景顺长城研究精选股票A,股票型,2014-08-12,1990414309.71,景顺长城基金,19.9
011102,天弘中证光伏产业指数A,指数型-股票,2021-01-28,1989491181.14,天弘基金,19.89
018023,华商上游产业股票C,股票型,2023-03-03,1986961862.2,华商基金,19.87
008282,国泰CES半导体芯片行业ETF联接C,指数型-股票,2019-11-22,1986376736.29,国泰基金,19.86
513070,港股通消费ETF易方达,指数型-股票,2022-03-14,1984340512.56,易方达基金,19.84
010379,广发均衡优选混合A,混合型-平衡,2021-01-11,1981705565.07,广发基金,19.82
563880,A500ETF汇添富,指数型-股票,2024-11-18,1980091979.41,汇添富基金,19.8
014881,天弘中证机器人ETF发起联接C,指数型-股票,2023-07-11,1974144585.9,天弘基金,19.74
159382,创业板人工智能ETF南方,指数型-股票,2025-04-23,1969705882.35,南方基金,19.7
001053,南方创新经济,混合型-灵活,2015-03-24,1966361667.76,南方基金,19.66
001180,广发医药卫生联接A,指数型-股票,2015-05-06,1965969353.42,广发基金,19.66
159930,能源ETF汇添富,指数型-股票,2013-08-23,1964630029.66,汇添富基金,19.65
021876,路博迈资源精选股票发起C,股票型,2024-09-19,1964279158.81,路博迈基金(中国),19.64
001216,易方达新收益混合A,混合型-灵活,2015-04-17,1964105302.38,易方达基金,19.64
660010,农银策略精选混合,混合型-偏股,2011-09-06,1963762870.25,农银汇理基金,19.64
010420,民生加银成长优选股票A,股票型,2020-11-27,1961896257.0,民生加银基金,19.62
011882,招商蓝筹精选股票A,股票型,2021-07-27,1958640933.31,招商基金,19.59
008186,淳厚信睿混合A,混合型-偏股,2020-02-12,1958348082.85,淳厚基金,19.58
001838,国投瑞银国家安全混合A,混合型-灵活,2015-12-02,1952749417.36,国投瑞银基金,19.53
000418,景顺长城成长之星股票A,股票型,2013-12-13,1949822855.54,景顺长城基金,19.5
